,age,work_experience,family_size,segmentation,spending_score_enc,var_enc,gender_Male,ever_married_Yes,graduated_Yes,profession_Doctor,profession_Engineer,profession_Entertainment,profession_Executive,profession_Healthcare,profession_Homemaker,profession_Lawyer,profession_Marketing,profession_unknown
494,28,1.0,2.0,0,0.0,6.0,True,False,False,False,False,True,False,False,False,False,False,False
495,32,12.0,3.0,0,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
496,30,1.0,1.0,1,0.0,2.0,True,False,True,True,False,False,False,False,False,False,False,False
497,42,3.0,4.0,3,1.0,5.0,False,True,False,False,False,False,False,False,True,False,False,False
498,22,1.0,6.0,3,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True
499,41,1.0,3.0,2,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
500,18,6.0,4.0,3,0.0,6.0,False,False,False,False,False,False,False,True,False,False,False,False
501,29,8.0,3.0,3,0.0,2.0,False,True,True,False,False,False,False,True,False,False,False,False
502,33,0.0,3.0,0,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
503,47,1.0,3.0,0,0.0,3.0,True,False,False,False,False,False,False,False,False,False,False,False
504,57,1.0,2.0,0,0.0,6.0,False,True,True,True,False,False,False,False,False,False,False,False
505,36,1.0,3.0,3,0.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
506,57,1.0,3.0,2,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
507,18,1.0,2.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
508,52,1.0,5.0,2,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
509,52,1.0,6.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
510,51,6.0,4.0,1,0.0,3.0,True,False,True,False,False,False,False,False,False,False,False,False
511,37,0.0,2.0,1,1.0,0.0,False,True,True,False,False,True,False,False,False,False,False,False
512,36,0.0,1.0,0,0.0,5.0,True,False,True,False,False,False,False,False,False,False,True,False
513,29,9.0,3.0,0,0.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False
514,45,1.0,4.0,2,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False
515,61,0.0,1.0,1,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
516,52,1.0,4.0,0,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
517,49,14.0,1.0,0,0.0,5.0,False,True,True,False,False,False,False,False,True,False,False,False
518,40,1.0,2.0,1,1.0,3.0,True,True,True,False,False,True,False,False,False,False,False,False
519,31,1.0,5.0,2,0.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False
520,42,1.0,3.0,0,0.0,3.0,True,True,False,False,False,True,False,False,False,False,False,False
521,51,1.0,5.0,2,1.0,5.0,True,True,True,False,True,False,False,False,False,False,False,False
522,42,8.0,1.0,3,0.0,6.0,False,False,True,False,False,False,False,True,False,False,False,False
523,29,1.0,4.0,2,0.0,5.0,True,False,True,True,False,False,False,False,False,False,False,False
524,33,8.0,1.0,0,0.0,3.0,False,False,True,False,False,False,False,True,False,False,False,False
525,27,1.0,3.0,3,0.0,5.0,True,False,True,False,False,False,False,True,False,False,False,False
526,21,0.0,4.0,3,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False
527,35,9.0,3.0,1,1.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
528,42,0.0,1.0,0,0.0,5.0,False,False,True,True,False,False,False,False,False,False,False,False
529,41,2.0,1.0,2,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
530,39,0.0,3.0,1,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
531,28,14.0,1.0,0,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False
532,45,3.0,3.0,1,1.0,2.0,False,True,True,False,True,False,False,False,False,False,False,False
533,61,1.0,2.0,1,1.0,5.0,False,True,True,True,False,False,False,False,False,False,False,False
534,62,0.0,4.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
535,65,1.0,2.0,2,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
536,45,1.0,2.0,0,1.0,2.0,True,True,True,True,False,False,False,False,False,False,False,False
537,26,9.0,2.0,1,0.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
538,25,4.0,5.0,2,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
539,45,1.0,4.0,2,1.0,6.0,False,True,True,False,False,False,False,False,False,False,False,False
540,43,0.0,4.0,1,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
541,49,1.0,3.0,2,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
542,55,1.0,2.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
543,37,3.0,1.0,1,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
544,65,1.0,2.0,2,2.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
545,32,10.0,5.0,2,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,True
546,39,0.0,3.0,0,0.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False
547,40,2.0,2.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
548,72,1.0,3.0,2,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
549,38,5.0,1.0,1,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False
550,26,0.0,5.0,3,0.0,5.0,True,False,False,False,False,False,False,False,False,False,True,False
551,30,1.0,3.0,3,0.0,3.0,True,False,True,True,False,False,False,False,False,False,False,False
552,51,1.0,3.0,0,0.0,3.0,True,True,True,False,False,False,False,False,True,False,False,False
553,57,1.0,4.0,0,0.0,6.0,True,False,True,False,False,False,False,False,False,False,True,False
554,31,1.0,1.0,3,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
555,39,0.0,1.0,0,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
556,30,0.0,4.0,0,0.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False
557,43,0.0,3.0,0,1.0,3.0,False,True,False,False,False,False,False,False,False,False,False,False
558,27,8.0,1.0,2,0.0,2.0,True,False,True,False,False,False,False,True,False,False,False,False
559,46,0.0,4.0,2,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False,False
560,43,1.0,2.0,1,0.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
561,69,1.0,1.0,0,0.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
562,28,8.0,4.0,3,1.0,6.0,True,True,False,False,False,True,False,False,False,False,False,False
563,43,9.0,1.0,3,0.0,5.0,True,False,True,False,False,True,False,False,False,False,False,False
564,27,1.0,5.0,3,0.0,6.0,False,False,False,False,False,False,False,True,False,False,False,False
565,28,1.0,3.0,3,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
566,33,1.0,4.0,3,0.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False
567,30,0.0,1.0,1,0.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False
568,58,4.0,2.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
569,38,8.0,4.0,0,0.0,5.0,False,False,True,False,True,False,False,False,False,False,False,False
570,31,1.0,4.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
571,32,4.0,5.0,3,1.0,3.0,True,True,False,False,False,False,True,False,False,False,False,False
572,45,4.0,4.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
573,66,1.0,3.0,0,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
574,51,1.0,3.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
575,59,1.0,2.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
576,40,1.0,1.0,1,0.0,2.0,False,False,True,False,True,False,False,False,False,False,False,False
577,46,11.0,5.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
578,20,1.0,6.0,3,0.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False
579,84,1.0,2.0,2,2.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
580,41,1.0,1.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,True,False
581,51,1.0,3.0,2,1.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
582,57,8.0,5.0,0,1.0,1.0,True,True,True,False,False,True,False,False,False,False,False,False
583,33,0.0,1.0,0,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False
584,25,3.0,3.0,3,0.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False
585,55,1.0,3.0,0,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
586,56,1.0,4.0,0,2.0,0.0,False,True,True,False,False,False,True,False,False,False,False,False
587,77,1.0,1.0,2,0.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
588,30,1.0,2.0,0,0.0,5.0,True,True,True,False,False,False,False,True,False,False,False,False
589,23,6.0,5.0,3,0.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False
590,43,2.0,4.0,1,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
591,39,5.0,1.0,0,0.0,5.0,True,False,True,False,False,True,False,False,False,False,False,False
592,29,1.0,2.0,3,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
593,37,1.0,2.0,3,0.0,5.0,True,True,True,True,False,False,False,False,False,False,False,False
594,45,2.0,2.0,3,0.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False
595,48,2.0,2.0,3,2.0,1.0,True,True,False,False,False,False,True,False,False,False,False,False
596,27,0.0,4.0,0,1.0,5.0,True,True,False,False,False,True,False,False,False,False,False,False
597,60,9.0,4.0,1,0.0,2.0,False,True,False,False,False,True,False,False,False,False,False,False
598,45,4.0,3.0,1,1.0,1.0,True,True,True,False,False,True,False,False,False,False,False,False
599,31,1.0,1.0,3,0.0,5.0,True,False,True,False,False,False,False,True,False,False,False,False
600,33,1.0,4.0,2,0.0,3.0,True,False,False,True,False,False,False,False,False,False,False,False
601,18,6.0,4.0,3,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False,True
602,48,1.0,3.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
603,83,1.0,2.0,0,0.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
604,57,1.0,4.0,0,0.0,1.0,True,True,True,False,False,False,True,False,False,False,False,False
605,26,1.0,3.0,3,0.0,0.0,True,False,True,False,False,False,False,True,False,False,False,False
606,51,8.0,5.0,0,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
607,67,2.0,1.0,2,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
608,38,9.0,2.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
609,40,0.0,1.0,2,0.0,5.0,False,False,True,True,False,False,False,False,False,False,False,False
610,45,5.0,2.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
611,48,0.0,4.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
612,69,0.0,2.0,2,1.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
613,21,9.0,5.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
614,48,1.0,3.0,1,2.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False
615,18,1.0,3.0,3,0.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False
616,72,0.0,3.0,2,0.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
617,85,1.0,1.0,3,0.0,5.0,True,True,False,False,False,False,False,False,False,True,False,False
618,21,1.0,5.0,3,0.0,3.0,False,False,False,False,False,False,False,False,False,False,True,False
619,48,1.0,1.0,0,0.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False
620,37,6.0,3.0,0,0.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False
621,28,1.0,5.0,3,0.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False
622,55,1.0,2.0,0,0.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
623,56,0.0,2.0,2,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
624,50,1.0,2.0,2,0.0,5.0,True,True,True,True,False,False,False,False,False,False,False,False
625,21,1.0,4.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
626,18,0.0,6.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
627,68,0.0,2.0,1,2.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
628,47,13.0,1.0,2,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
629,75,1.0,2.0,1,2.0,5.0,True,True,False,False,False,False,False,False,False,True,False,False
630,50,3.0,4.0,2,1.0,1.0,True,True,True,False,False,False,False,False,False,False,False,False
631,31,0.0,4.0,3,0.0,5.0,True,False,True,False,False,False,False,True,False,False,False,False
632,30,0.0,3.0,0,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
633,41,0.0,4.0,0,0.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
634,41,6.0,2.0,0,2.0,2.0,True,True,True,False,False,False,True,False,False,False,False,False
635,35,2.0,1.0,0,0.0,5.0,False,True,False,False,False,False,False,True,False,False,False,False
636,37,0.0,1.0,3,0.0,5.0,True,True,True,False,False,False,False,True,False,False,False,False
637,60,0.0,3.0,3,0.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
638,50,0.0,3.0,2,1.0,5.0,True,True,True,True,False,False,False,False,False,False,False,False
639,36,0.0,2.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
640,26,3.0,3.0,0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,True,False
641,62,7.0,2.0,3,2.0,5.0,True,True,False,False,False,False,False,False,False,False,False,True
642,22,0.0,4.0,3,0.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False
643,19,0.0,3.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
644,45,0.0,5.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
645,31,0.0,4.0,3,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False
646,56,0.0,3.0,2,1.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
647,62,8.0,5.0,0,0.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
648,25,1.0,3.0,1,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
649,73,1.0,1.0,1,0.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
650,62,1.0,4.0,2,1.0,2.0,True,True,True,True,False,False,False,False,False,False,False,False
651,46,0.0,3.0,0,1.0,5.0,True,True,False,False,False,True,False,False,False,False,False,False
652,51,1.0,3.0,2,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False
653,25,1.0,2.0,0,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
654,66,0.0,2.0,1,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
655,27,1.0,2.0,0,0.0,2.0,True,False,True,False,False,False,False,False,False,False,True,False
656,87,1.0,2.0,0,0.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
657,47,0.0,1.0,0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,False
658,57,1.0,4.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
659,60,0.0,4.0,0,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False
660,40,1.0,5.0,1,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
661,32,7.0,3.0,0,0.0,1.0,False,False,True,True,False,False,False,False,False,False,False,False
662,28,2.0,3.0,3,0.0,5.0,True,False,True,False,False,False,False,True,False,False,False,False
663,39,4.0,3.0,2,0.0,5.0,True,False,True,True,False,False,False,False,False,False,False,False
664,47,9.0,1.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,True,False
665,39,8.0,3.0,2,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,True
666,28,1.0,3.0,0,0.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False
667,69,0.0,3.0,0,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
668,42,0.0,1.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
669,46,1.0,1.0,3,0.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
670,23,3.0,3.0,2,0.0,5.0,False,False,False,False,False,False,False,False,False,False,True,False
671,45,1.0,5.0,2,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
672,38,1.0,4.0,1,1.0,5.0,False,True,True,True,False,False,False,False,False,False,False,False
673,71,1.0,3.0,3,2.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
674,26,0.0,2.0,3,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False
675,60,8.0,2.0,2,2.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
676,46,1.0,2.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
677,39,1.0,4.0,2,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False
678,18,1.0,3.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
679,26,1.0,2.0,0,1.0,6.0,True,True,True,True,False,False,False,False,False,False,False,False
680,53,1.0,2.0,3,2.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
681,40,1.0,2.0,2,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False
682,76,1.0,7.0,3,0.0,3.0,True,True,False,False,False,False,True,False,False,False,False,False
683,26,0.0,3.0,0,1.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False
684,65,0.0,2.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
685,37,12.0,2.0,0,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
686,25,0.0,4.0,2,0.0,2.0,True,False,False,False,False,False,False,True,False,False,False,False
687,21,0.0,5.0,3,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False
688,25,0.0,4.0,3,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False
689,23,4.0,5.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
690,30,1.0,6.0,3,0.0,2.0,False,False,True,False,False,False,False,True,False,False,False,False
691,30,0.0,4.0,3,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False
692,42,0.0,4.0,0,1.0,3.0,True,True,False,False,False,True,False,False,False,False,False,False
693,81,1.0,2.0,3,2.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
694,49,1.0,5.0,2,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
695,32,0.0,3.0,0,0.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False
696,43,1.0,4.0,1,1.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False
697,26,9.0,4.0,3,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
698,67,1.0,2.0,1,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
699,88,0.0,1.0,0,0.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
700,40,8.0,4.0,3,0.0,1.0,False,False,True,False,False,False,False,True,False,False,False,False
701,48,0.0,4.0,2,0.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False
702,18,7.0,3.0,3,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False
703,39,5.0,3.0,0,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,True
704,61,7.0,5.0,1,2.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
705,51,1.0,4.0,2,2.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
706,25,0.0,2.0,0,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
707,35,6.0,3.0,1,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
708,46,0.0,2.0,2,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
709,53,2.0,3.0,1,2.0,5.0,False,True,False,False,False,False,False,False,True,False,False,False
710,48,9.0,1.0,3,0.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
711,75,1.0,2.0,3,0.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
712,23,1.0,3.0,3,0.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False
713,29,1.0,2.0,3,0.0,5.0,True,False,False,True,False,False,False,False,False,False,False,False
714,46,0.0,2.0,1,0.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
715,61,1.0,1.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,True,False
716,37,1.0,1.0,1,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
717,23,6.0,5.0,3,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False
718,21,1.0,8.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
719,33,7.0,4.0,3,0.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False
720,74,0.0,3.0,3,0.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
721,41,0.0,2.0,3,0.0,5.0,True,False,False,False,False,True,False,False,False,False,False,False
722,58,1.0,4.0,1,2.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
723,25,8.0,2.0,0,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
724,33,2.0,3.0,3,0.0,5.0,True,False,False,False,False,False,False,False,False,False,True,False
725,43,0.0,2.0,0,0.0,5.0,True,True,False,True,False,False,False,False,False,False,False,False
726,25,1.0,2.0,3,0.0,3.0,True,True,False,False,False,False,True,False,False,False,False,False
727,26,0.0,1.0,0,0.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False
728,22,1.0,5.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
729,28,0.0,2.0,3,1.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
730,36,7.0,1.0,0,0.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False
731,28,1.0,3.0,2,0.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False
732,85,1.0,4.0,0,2.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
733,30,0.0,3.0,3,0.0,5.0,True,False,True,False,False,True,False,False,False,False,False,False
734,43,7.0,2.0,0,2.0,5.0,True,True,True,False,False,False,False,True,False,False,False,False
735,82,1.0,2.0,1,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
736,48,1.0,5.0,1,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
737,18,3.0,3.0,3,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False
738,53,1.0,2.0,0,0.0,2.0,True,True,True,False,True,False,False,False,False,False,False,False
739,50,0.0,4.0,1,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
740,39,9.0,6.0,3,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
741,35,2.0,6.0,1,1.0,1.0,False,True,False,False,True,False,False,False,False,False,False,False
742,28,1.0,3.0,3,0.0,3.0,True,False,True,False,False,True,False,False,False,False,False,False
743,33,1.0,3.0,0,0.0,5.0,False,False,True,False,True,False,False,False,False,False,False,False
744,35,1.0,3.0,2,0.0,5.0,False,True,True,False,False,False,False,True,False,False,False,False
745,48,0.0,4.0,1,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
746,50,1.0,3.0,2,2.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False
747,47,0.0,4.0,2,1.0,5.0,True,True,False,False,False,True,False,False,False,False,False,False
748,50,4.0,1.0,2,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
749,56,1.0,4.0,0,0.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False
750,26,10.0,1.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
751,21,0.0,4.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
752,61,1.0,4.0,2,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
753,88,0.0,2.0,1,2.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
754,72,1.0,2.0,3,0.0,5.0,True,False,False,False,False,False,False,False,False,False,True,False
755,61,1.0,2.0,1,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
756,45,8.0,3.0,0,0.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False
757,51,1.0,5.0,1,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
758,42,6.0,2.0,1,0.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False
759,59,8.0,3.0,2,1.0,5.0,True,True,False,False,False,True,False,False,False,False,False,False
760,45,4.0,1.0,0,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
761,68,1.0,3.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
762,85,0.0,2.0,0,2.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
763,46,1.0,4.0,1,1.0,5.0,True,True,True,True,False,False,False,False,False,False,False,False
764,32,0.0,2.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
765,70,0.0,1.0,2,0.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
766,37,1.0,3.0,3,0.0,2.0,True,True,True,False,False,True,False,False,False,False,False,False
767,30,1.0,4.0,1,0.0,5.0,False,False,False,False,False,False,False,False,False,False,True,False
768,33,1.0,2.0,0,0.0,5.0,False,False,True,False,True,False,False,False,False,False,False,False
769,61,1.0,3.0,0,0.0,5.0,True,True,False,False,False,False,False,True,False,False,False,False
770,37,0.0,1.0,3,0.0,3.0,False,False,True,False,True,False,False,False,False,False,False,False
771,32,6.0,2.0,1,0.0,1.0,True,True,True,False,False,True,False,False,False,False,False,False
772,52,0.0,2.0,1,2.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
773,42,0.0,3.0,1,1.0,5.0,False,True,False,False,False,True,False,False,False,False,False,False
774,47,3.0,2.0,1,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
775,52,9.0,2.0,2,0.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
776,66,0.0,3.0,2,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
777,28,1.0,6.0,2,0.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False
778,47,1.0,1.0,3,0.0,5.0,False,True,True,False,False,False,False,False,False,False,True,False
779,52,1.0,3.0,1,1.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
780,27,2.0,4.0,3,0.0,2.0,True,False,False,False,False,False,False,True,False,False,False,False
781,56,0.0,5.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
782,53,7.0,6.0,0,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
783,45,1.0,4.0,1,1.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False
784,37,1.0,1.0,3,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False
785,36,2.0,4.0,2,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False,False
786,25,2.0,3.0,3,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False
787,45,1.0,2.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
788,72,9.0,3.0,0,0.0,5.0,True,True,True,False,False,False,False,False,True,False,False,False
789,35,1.0,3.0,0,0.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False
790,72,1.0,2.0,1,2.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
791,31,1.0,4.0,3,0.0,5.0,False,True,False,False,False,False,False,False,False,False,False,False
792,47,4.0,3.0,1,1.0,5.0,True,True,False,False,False,True,False,False,False,False,False,False
793,20,7.0,3.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
794,73,1.0,2.0,1,0.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
